entity_id,canonical_name,description,aliases_json,aliases_text,domains_json,roles_json,is_turkiye_related
Q1263764,emir hadžihafizbegović,"Emir Hadžihafizbegović (Bosnian pronunciation: [əm-ɪə ha-ʤi-ha-fiz-bego-viʧ]; born 20 August 1961) is a Bosnian theater, film and television actor. He has appeared in over 50 films such as When Father Was Away on Business (1985), Remake (2003), Fuse (2003), Days and Hours (2004), The Border Post (2006), Grbavica (2006), Armin (2007), Death of a Man in the Balkans (2012) and These Are the Rules (2014).He is a member of Bosniak nationalist Party of Democratic Action (SDA).","[""emir hadžihafizbegović"", ""emir hadzihafizbegovic"", ""Emir Hadzihafizbegovic"", ""Emir Hadžihafizbegović""]",emir hadžihafizbegović | emir hadzihafizbegovic | Emir Hadzihafizbegovic | Emir Hadžihafizbegović,"[""cinema"", ""people"", ""turkiye""]","[""person_seed""]",true
Q1264350,Gökçe Bahadir,"Gökçe Bahadır (born 9 November 1981) is a Turkish film and television actress. She is best known for her performances as Leyla Tekin in the series Yaprak Dökümü (based on classic novel of Reşat Nuri Güntekin), and as Yeliz in Hayat Bilgisi. She has starred in numerous other series including Kayıp Şehir, Ufak Tefek Cinayetler, Aramızda Kalsın, Adı Efsane, Dedemin İnsanları.","[""Gökçe Bahadir"", ""gökçe bahadir"", ""gökçe bahadır"", ""Gökçe Bahadır"", ""Gokce Bahadir"", ""gokce bahadir""]",Gökçe Bahadir | gökçe bahadir | gökçe bahadır | Gökçe Bahadır | Gokce Bahadir | gokce bahadir,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q1267155,Nikola Ðuričko,"Nikola Ðuričko (Serbian Cyrillic: Никола Ђуричко; born July 9, 1974) is a Serbian actor.Ðuričko was born in Belgrade, Serbia, SFR Yugoslavia. Equally active on film, television, and in theater, Ðuričko graduated from the Belgrade University of Arts School of Dramatic Arts. His first notable film was in 1989, in a movie Poslednji krug u Monci.On June 7, 2004, Ðuričko got married to a woman he had met earlier that year on the set of The Cordon where she worked as a production assistant and he had one of the leading roles. Together they have a daughter.He provides the voice of Manny in the Serbian-language dub of the Ice Age franchise.","[""Nikola Ðuričko"", ""Nikola Djuricko"", ""Nikola Duricko"", ""nikola ðuričko"", ""nikola djuricko"", ""nikola đuričko"", ""nikola duricko"", ""Nikola Đuričko""]",Nikola Ðuričko | Nikola Djuricko | Nikola Duricko | nikola ðuričko | nikola djuricko | nikola đuričko | nikola duricko | Nikola Đuričko,"[""cinema"", ""people"", ""turkiye""]","[""person_seed""]",true
Q127063,ghars,"Kars (Turkish: Kars, Ottoman Turkish: قارص‎, Armenian: Կարս, less commonly known as Ղարս Ghars) is a city in northeast Turkey and the capital of Kars Province. With a population of 73,836 as of 2011, it is the largest city along Turkey's closed border with Armenia. (As of September 2018, Turkey maintains that the border will remain closed until Armenia ends the occupation of Karabakh region).For a brief period of time it served as the capital of the medieval Bagratid Kingdom of Armenia. The seat of an independent Armenian Kingdom of Vanand during the 9th and 10th centuries. Its significance increased in the 19th century, when the  Ottoman and Russian empires contested the possession of the city, with the Russians gaining control as a result of the 1877-78 war. During World War I, the Ottomans took control of the city in 1918 and declared the Provisional National Government of the Southwestern Caucasus (promulgated 1 December 1918), but ceded it to the First Republic of Armenia following the Armistice of Mudros (signed 30 October 1918). During the war in 1915, Turkish revolutionaries captured Kars for the last time. TheTreaty of Kars, signed in 1921 by the Government of the Grand National Assembly and by the Soviet republics of Armenia, Azerbaijan and Georgia, established the current north-eastern boundaries of Turkey. The treaty included de jure provisions guaranteeing the Armenian residents right to relinquish Turkish nationality, leave the territory freely and take with them either their goods or the proceeds of their sale, but by some accounts formerly Armenian lands had de facto become state property as a consequence of the treaty,. In 1945 Soviet Foreign Minister Vyacheslav Molotov rejected the treaty.","[""ghars"", ""kars"", ""kars, turkey"", ""Kars, Turkey"", ""Kars District"", ""Kars"", ""History of Kars"", ""kars district"", ""Ghars"", ""history of kars""]","ghars | kars | kars, turkey | Kars, Turkey | Kars District | Kars | History of Kars | kars district | Ghars | history of kars","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q12809142,Dar alanda kısa paslaşmalar,"Offside (Turkish: Dar Alanda Kısa Paslaşmalar) is a 2000 Turkish comedy-drama film, written and directed by Serdar Akar, about a local amateur football that hopes to win the league championship. The film, which went on nationwide general release across Turkey on 8 December 2000 (2000-12-08), won four awards at the 20th Istanbul International Film Festival, including Best Turkish Film of the Year and the People's Choice Award. It was described by author Rekin Teksoy as having a ""less innovative albeit fluent style"" in comparison to the director's debut film On Board (Turkish: Gemide, 1998).","[""Dar alanda kısa paslaşmalar"", ""Dar Alanda Kısa Paslaşmalar"", ""Offside (2000 film)"", ""dar alanda kısa paslaşmalar"", ""offside (2000 film)"", ""dar alanda kisa paslasmalar"", ""Dar Alanda Kisa Paslasmalar""]",Dar alanda kısa paslaşmalar | Dar Alanda Kısa Paslaşmalar | Offside (2000 film) | dar alanda kısa paslaşmalar | offside (2000 film) | dar alanda kisa paslasmalar | Dar Alanda Kisa Paslasmalar,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q12809611,funda eryigit,Funda Eryiğit (born 6 November 1984) is an Turkish actress.,"[""funda eryigit"", ""Funda Eryiğit"", ""Funda Eryigit"", ""funda eryiğit""]",funda eryigit | Funda Eryiğit | Funda Eryigit | funda eryiğit,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q12810220,Kapicilar Krali,"King of the Doormen, (Turkish: Kapıcılar Kralı), is a 1976 Turkish comedy film featuring Kemal Sunal, Sevda Ferdağ, Bilge Zobu and Şevket Altuğ, produced by Arif and Abdurrahman Keskiner and, directed by Zeki Ökten. The movie is the third collaboration of Ökten and Sunal, following Hanzo and Şaşkın Damat, both shot in 1975. Kapıcılar Kralı is considered as one of the most memorable motion pictures of the career of Kemal Sunal. Along with Çöpçüler Kralı another movie of Sunal also directed by Zeki Ökten, Kapıcılar Kralı is also featured in the book 100 Yılın 100 Türk Filmi, written by Atilla Dorsay, Turkish film critic.The movie is decorated major local success, winning best director and best actor awards at 1977 International Antalya Golden Orange Film Festival, in which it was also runner-up of best motion picture after Kara Çarşaflı Gelin of director and producer Süreyya Duru. Thus, Kemal Sunal became the first comedy-genre actor ever to win the award. Movie is also inducted at 100 Yıl 100 Film, a publicly voted list that is gathering 100 best motion pictures of Turkish cinema, in honour of its centenary, published by Ministry of Culture and Tourism of Turkey, in 2014. The movie is ranked 36th out of 100 movies in total, after an online-voted pool of 367,620 voters.","[""Kapicilar Krali"", ""kapıcılar kralı"", ""Kapıcılar Kralı"", ""King of the Doormen"", ""king of the doormen"", ""kapicilar krali""]",Kapicilar Krali | kapıcılar kralı | Kapıcılar Kralı | King of the Doormen | king of the doormen | kapicilar krali,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q12810281,Karilar Kogusu,"Karılar Koğuşu is a 1990 Turkish drama film, directed by Halit Refiğ and starring Irem Altug, Kadir Inanir, and Hülya Koçyigit.","[""Karilar Kogusu"", ""karılar koğuşu"", ""karilar kogusu"", ""Karılar Koğuşu""]",Karilar Kogusu | karılar koğuşu | karilar kogusu | Karılar Koğuşu,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q12810617,leyla i̇le mecnun,"Leyla İle Mecnun is a 1982 Turkish romantic drama film, directed by Halit Refiğ and starring Orhan Gencebay, Gülsen Bubikoglu, and Raik Alniaçik.","[""leyla i̇le mecnun"", ""Leyla İle Mecnun"", ""Leyla Ile Mecnun""]",leyla i̇le mecnun | Leyla İle Mecnun | Leyla Ile Mecnun,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q12810813,memet ali alabora,Memet Ali Alabora (born 25 November 1977) is a Turkish film and theatre actor. He is the son of actors Mustafa Alabora and Betül Arım.,"[""memet ali alabora"", ""Memet Ali Alabora""]",memet ali alabora | Memet Ali Alabora,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q12811020,Müjde Ar,"Müjde Ar (born Kâmile Suat Ebrem, 21 June 1954) is a Turkish film actress.","[""Müjde Ar"", ""mujde ar"", ""muejde ar"", ""Mujde Ar"", ""müjde ar"", ""Muejde Ar""]",Müjde Ar | mujde ar | muejde ar | Mujde Ar | müjde ar | Muejde Ar,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q12812387,merhoba sizin cok guzal aktyorsuz,"Ushan Çakır is a Turkish actor. He became known for the character Arda he played in Leyla and Mecnun in 2011. Ushan Çakır, graduated from Istanbul State Conservatory, has participated in a number of dramatic performances as well as playing theater.","[""merhoba sizin cok guzal aktyorsuz"", ""Merhoba sizin cok guzal aktyorsuz"", ""ushan çakır"", ""Ushan Çakır""]",merhoba sizin cok guzal aktyorsuz | Merhoba sizin cok guzal aktyorsuz | ushan çakır | Ushan Çakır,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q12812549,yaprak ozdemiroglu,"Yaprak Özdemiroğlu (born 14 August 1963) is a Turkish actress, and ballet dancer.","[""yaprak ozdemiroglu"", ""Yaprak Özdemiroğlu"", ""yaprak özdemiroğlu"", ""Yaprak Özdemiroglu"", ""yaprak özdemiroglu"", ""Yaprak Ozdemiroglu""]",yaprak ozdemiroglu | Yaprak Özdemiroğlu | yaprak özdemiroğlu | Yaprak Özdemiroglu | yaprak özdemiroglu | Yaprak Ozdemiroglu,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q12835393,Bitter Life (film),Bitter Life (Turkish: Acı Hayat) is a 1962 Turkish drama film directed by Metin Erksan.,"[""Bitter Life (film)"", ""bitter life (film)""]",Bitter Life (film) | bitter life (film),"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q1284001,murat yıldırım (actor),Murat Yıldırım (born 13 April 1979) is a Turkish actor.,"[""murat yıldırım (actor)"", ""murat yildirim (actor)"", ""Murat Yildirim (actor)"", ""Murat Yıldırım (actor)""]",murat yıldırım (actor) | murat yildirim (actor) | Murat Yildirim (actor) | Murat Yıldırım (actor),"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q1285407,ediz hun,Ediz Hun (born 20 November 1940) is a Turkish film actor and politician.,"[""ediz hun"", ""Ediz Hun""]",ediz hun | Ediz Hun,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q1294015,Deniz Cakir,"Deniz Çakır (born 31 December 1982) is a Turkish film and television actress. Çakır is better known for her role in the popular television series, Muhteşem Yüzyıl as Şah Sultan. And for her character ""Ferhunde"" in Yaprak Dökümü. She is especially known for her recent role in the popular TV series Eşkıya Dünyaya Hükümdar Olmaz as Meryem Çakırbeyli.","[""Deniz Cakir"", ""Deniz Çakır"", ""deniz çakır"", ""deniz cakir"", ""deniz çakir"", ""Deniz Çakir""]",Deniz Cakir | Deniz Çakır | deniz çakır | deniz cakir | deniz çakir | Deniz Çakir,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
